url,date,ticker,sentiment,sent_signal,bucket_1d,price_signal,change_1d,magnitude,summary
https://www.thehindu.com/sci-tech/technology/when-ai-firms-become-power-firms-should-governments-foot-the-bill/article70734230.ece,2026-03-14,META,2,bearish,up,up,2.3272,moderate,"Trump administration's 'Ratepayer Protection Pledge' urges AI firms to self-fund their data centres' energy costs, potentially transforming them into quasi-utility companies and shifting the AI industry's focus from chips to energy."
https://www.scmp.com/news/world/united-states-canada/article/3346573/16000-meta-jobs-stake-zuckerberg-focuses-ai,2026-03-14,META,2,bearish,up,up,2.3272,moderate,"Meta plans major layoffs to offset AI infrastructure costs and increase efficiency, potentially affecting 20% of its workforce."
https://www.insidermonkey.com/blog/buy-sell-or-hold-jim-cramer-evaluates-14-stocks-and-the-fragile-food-market-1715908/,2026-03-14,META,2,bearish,up,up,2.3272,moderate,"Analyst discusses the impact of AI breakthroughs on major tech companies and predicts a significant market opportunity tied to a smaller, under-owned company's AI technology."
https://www.insidermonkey.com/blog/11-best-young-stocks-to-buy-and-hold-for-20-years-2-1715049/,2026-03-14,META,2,bearish,up,up,2.3272,moderate,"Prediction of a massive AI-driven economic transformation valued at $250 trillion, with key players like Tesla, Nvidia, Alphabet, and Microsoft investing in AI. A smaller company's critical AI technology is highlighted as pivotal to this revolution."
https://www.digitaltrends.com/social-media/instagram-is-getting-rid-of-its-most-secure-chatting-feature/,2026-03-14,META,2,bearish,up,up,2.3272,moderate,Meta is discontinuing Instagram's end-to-end encryption (E2EE) feature due to low usage and the option to use WhatsApp for encrypted chats. The decision comes amidst debates on privacy versus safety and concerns over law enforcement access to encrypted messages.
https://www.pcmag.com/news/meta-to-axe-end-to-end-encryption-for-instagram-messaging,2026-03-14,META,2,bearish,up,up,2.3272,moderate,"Meta is discontinuing end-to-end encryption for Instagram DMs, a feature that was limited to personal messages and not group or business ones. This decision comes after the feature was criticized for hindering law enforcement and amid controversy over its implementation. Users can still use E2E encryption on WhatsApp and Facebook Messenger."
https://www.cnbc.com/2026/03/14/meta-planning-sweeping-layoffs-as-ai-costs-mount-reuters.html,2026-03-14,META,2,bearish,up,up,2.3272,moderate,"Meta is planning significant layoffs to offset AI infrastructure costs and improve efficiency, potentially affecting 20% of its workforce. This move follows CEO Zuckerberg's push for competitve generative AI and comes amidst major tech companies' shifts towards AI-driven efficiencies."
https://www.cnbc.com/2026/03/14/amazon-software-engineer-relocated-from-india-ireland.html,2026-03-14,META,2,bearish,up,up,2.3272,moderate,"Software engineer from India relocates to Ireland in 2025, working at Amazon, with compensation of 122,428 euros annually. Visa secured in 6-8 weeks, temporary housing provided, possessions shipped from India. Dad's support and excitement about the opportunity."
https://www.wired.com/story/security-news-this-week-a-hacker-accidentally-broke-into-the-fbis-epstein-files/,2026-03-14,META,2,bearish,up,up,2.3272,moderate,"A hacker from Iran inadvertently accessed the FBI's Epstein files, which contain evidence from Jeffrey Epstein's criminal case, due to security oversights. This breach is part of broader cyber activities linked to the geopolitical tensions between the US and Iran."
https://www.bbc.co.uk/news/articles/c0mg3zd7xwpo,2026-03-14,META,2,bearish,up,up,2.3272,moderate,"Kaley's lawsuit against Meta, focusing on social media addiction and its impact on her mental health, faces challenges as addiction is not officially recognized and other life factors are presented."
https://www.techradar.com/pro/this-core-ultra-7-laptop-deal-for-professionals-with-a-2k-oled-120hz-display-is-gbp427-off-acer-swift-go-16-is-just-gbp722-with-a-code,2026-03-17,INTC,2,bearish,up,up,2.2015,moderate,"Acer's Swift Go 16-inch laptop is on sale for £722 with a code, featuring a 16-core Intel Core Ultra 7 processor, vibrant OLED display, fast SSD, and long battery life, suitable for portable power and creative tasks."
https://www.cnbc.com/2026/03/16/oil-prices-iran-war-200-crude-strait-of-hormuz-supply-shock.html,2026-03-17,USO,2,bearish,up,up,2.3814,moderate,"Oil prices may surge to $200/barrel due to Middle East crisis affecting production and shipping, with significant disruptions in the Strait of Hormuz."
https://www.businesstimes.com.sg/international/asean/indonesia-eyes-budget-cuts-amid-high-oil-prices-keeps-free-meal-programme-fund-intact,2026-03-17,USO,2,bearish,up,up,2.3814,moderate,"Indonesia may cut budgets if oil prices stay high, amidst high oil prices and geopolitical tensions, affecting fiscal balance and currency value."
https://www.thehindubusinessline.com/economy/surge-in-crude-prices-could-raise-global-inflation-by-60-bps-cut-growth-by-up-to-04-pp-in-2026-gita-gopinath/article70748659.ece,2026-03-17,USO,2,bearish,up,up,2.3814,moderate,"Crude oil price surge due to US-Iran conflict could slow global growth by 0.3-0.4pp in 2026, with inflation rising by 60bps if prices average $85/barrel, affecting global energy markets and economies."
https://www.livemint.com/market/stock-market-news/sensex-today-stock-market-today-gift-nifty-us-iran-war-crude-oil-price-gold-rate-today-silver-rupee-dollar-16-march-2026-11773626500693.html,2026-03-17,USO,2,bearish,up,up,2.3814,moderate,"Indian stock market benchmarks Sensex and Nifty rose over 1% amidst volatility, led by gains in banks, auto, and FMCG sectors, despite threats to Middle East oil facilities and the US-Iran war. Crude oil prices increased, and global stocks saw modest declines."
https://www.zdnet.com/home-and-office/amazon-spring-sale-dates-announced/,2026-03-17,AMZN,4,bullish,down,down,-2.4768,moderate,"Amazon's annual Big Spring Sale is back, running from March 25 to March 31, 2026, with significant discounts across various categories. Early offers and doorbuster deals are also available."
https://www.upi.com/Top_News/World-News/2026/03/16/korea-South-Korean-won-tumbles-17-year-low-Iran-crisis/1141773651407/,2026-03-17,USO,2,bearish,up,up,2.3814,moderate,"S. Korean won hits 17-year low vs. dollar amid Middle East crisis, oil prices surge, impacting financial markets."
https://www.kiplinger.com/business/small-business/prevent-employee-ai-misuse-from-exposing-business-to-civil-liability,2026-03-17,INTC,2,bearish,up,up,2.2015,moderate,"Employee misuse of AI in hiring processes can lead to discrimination and bias claims, as well as privacy violations through mishandling of personal data, exposing businesses to civil liability and substantial penalties."
https://www.kiplinger.com/retirement/retirement-planning/adviser-broker-or-insurance-agent-which-to-trust-with-your-money,2026-03-17,INTC,2,bearish,up,up,2.2015,moderate,"The article discusses the differences between brokers, insurance agents, and investment advisers, emphasizing the importance of understanding who is providing fiduciary advice when managing one's finances."
https://www.livemint.com/news/us-news/who-is-seth-chambers-ex-marine-intel-analyst-indicted-for-leaking-classified-us-defense-information-to-china-11773673464087.html,2026-03-17,INTC,2,bearish,up,up,2.2015,moderate,"Former Marine Intelligence analyst Seth Chambers indicted for leaking classified US defense info twice to China. Second transmission sent to a person in China. Charges are allegations, and guilt will be determined in court."
https://www.tomshardware.com/tech-industry/semiconductors/stmicro-to-deploy-humanoid-robots-to-its-legacy-fabs-in-europe-over-100-humanoid-robots-to-be-used-for-routine-and-physically-demanding-tasks-in-fight-for-efficiency,2026-03-17,INTC,2,bearish,up,up,2.2015,moderate,STMicroelectronics plans to deploy over 100 humanoid robots in its European fabs to improve efficiency and compete with Chinese and Taiwanese chipmakers. The move comes as the company seeks to adapt older facilities to modern demands without incurring high costs of rebuilding.
https://www.tomshardware.com/pc-components/cpus/first-credible-leak-of-an-amd-zen-6-processor-pops-up-on-geekbench-ten-core-cpu-seems-to-have-32mb-of-l3-cache,2026-03-17,INTC,2,bearish,up,up,2.2015,moderate,"First credible leak of an AMD Zen 6 processor, identified as a 28W ten-core CPU with 32MB of L3 cache for laptops, potentially indicating a chiplet design with low-power cores."
https://www.tomshardware.com/tech-industry/semiconductors/intel-chip-roadmap-2026-2028,2026-03-17,INTC,2,bearish,up,up,2.2015,moderate,"Intel shifts to 18A process for consumer chips, abandoning 20A for external nodes, with major AI and data center chips like Gaudi 3 and Crescent Island. Lunar Lake marks power-efficient x86 platform debut, while Arrow Lake diverges in process level for desktop line."
https://www.independent.co.uk/news/world/americas/us-politics/oil-prices-dropping-sp500-nasdaq-dow-jones-b2939605.html,2026-03-17,USO,2,bearish,up,up,2.3814,moderate,"Oil prices drop, stocks rise amid Iran conflict, with major impacts on companies reliant on fuel and storage deals surging due to market reactions."
https://www.upi.com/Top_News/World-News/2026/03/16/concerns-stagflation/5651773635320/,2026-03-17,USO,2,bearish,up,up,2.3814,moderate,"South Korea faces stagflation fears due to sharp rises in oil prices and currency devaluation amid Middle East conflict, threatening economic growth and prompting emergency policy responses."
https://www.livemint.com/global/oil-industry-warns-trump-administration-fuel-crunch-will-likely-worsen-11773624294087.html,2026-03-17,USO,2,bearish,up,up,2.3814,moderate,"U.S. oil industry warns of fuel crunch, long-term consumer impact, and cycle of booms/busts affecting crude prices and production."
https://www.digitaltrends.com/computing/this-tiny-brix-mini-pc-brings-intel-panther-lake-to-your-desk/,2026-03-17,INTC,2,bearish,up,up,2.2015,moderate,"Gigabyte's new Panther Lake Brix mini PC with Intel's 16-core 386H processor, swapable RAM, dual M.2 storage slots, and support for Wi-Fi 7 and various ports is anticipated to launch soon, potentially at a higher price point than current models."
https://www.insidermonkey.com/blog/evercore-isi-lowers-first-solar-fslr-price-target-to-212-1719098/,2026-03-19,SOXX,4,bullish,down,down,-2.2604,moderate,"Verge highlights a smaller company's AI technology as pivotal to a predicted $250 trillion AI-driven economic revolution, with major tech figures showing significant interest and investment in related areas."
https://www.livemint.com/economy/crude-oil-prices-india-energy-infrastructure-west-asia-conflict-south-pars-gas-field-india-imports-11773883877219.html,2026-03-19,USO,2,bearish,up,up,3.468,moderate,"Crude oil prices surged over 4% due to recent attacks on key energy infrastructure in West Asia, heightening fears of a broader supply shock. This situation particularly affects import-dependent economies like India."
https://www.cnbc.com/2026/03/18/treasury-yields-move-lower-all-eyes-fed-meeting.html,2026-03-19,USO,2,bearish,up,up,3.468,moderate,"Fed holds rates steady amid war with Iran, with another rate cut expected later in the year. Producer price index shows hot inflation, suggesting potential for continued interest rate reductions."
https://www.cnbc.com/2026/03/18/hedge-funds-suffer-worst-losses-since-liberation-day-on-iran-war-turmoil.html,2026-03-19,USO,2,bearish,up,up,3.468,moderate,"Hedge funds are experiencing significant losses due to the escalating conflict with Iran, which has led to a sharp increase in oil prices and a broad market sell-off. This situation has forced investors to unwind positions across global markets, affecting various hedge fund strategies."
https://www.upi.com/Top_News/World-News/2026/03/18/korea-KOSPI-Korea-stock-exchange-surge-5-percent-chip-rally/4311773824265/,2026-03-19,NVDA,4,bullish,down,down,-3.2818,moderate,"South Korean stocks surged over 5% due to a semiconductor rally, influenced by Nvidia's AI conference and positive investor sentiment towards semiconductor stocks. The Korean won strengthened against the dollar amidst this market activity."
https://www.thehindubusinessline.com/markets/commodities/crude-oil-surges-to-103-per-barrel-as-iran-warns-strait-of-hormuz-wont-return-to-normal/article70756591.ece,2026-03-19,USO,2,bearish,up,up,3.468,moderate,"Crude oil prices surged to $103 per barrel amid escalating tensions in West Asia, particularly due to Iranian parliamentary speaker's remarks on the Strait of Hormuz. The conflict has disrupted energy supply routes, causing a significant impact on global energy markets."
https://www.benzinga.com/trading-ideas/movers/26/03/51332466/barrick-mining-stock-slips-amid-weaker-gold-prices,2026-03-19,USO,2,bearish,up,up,3.468,moderate,"Barrick Mining stock declines as gold prices fall due to a stronger dollar and geopolitical tensions, while the Federal Reserve's upcoming policy decision looms with potential hawkish implications."
https://www.thehindubusinessline.com/markets/nifty-may-fall-over-500-points-at-open-indicates-gift-city/article70760484.ece,2026-03-19,USO,2,bearish,up,up,3.468,moderate,"Indian markets anticipated a significant drop due to global market weakness, influenced by the US Fed's decision to hold rates amidst rising oil prices and geopolitical tensions in West Asia. Gift Nifty'ly indicated a potential gap-down opening of around 500 points."
https://www.benzinga.com/analyst-stock-ratings/analyst-color/26/03/51322200/us-stocks-could-fall-10-says-top-economist-mood-has-clearly-changed,2026-03-19,USO,2,bearish,up,up,3.468,moderate,"Escalating conflict in the Middle East and surging oil prices could lead to a near-term shock in the market, with a potential 10% correction in US stocks, according to a top economist. Despite this, the long-term outlook remains positive due to strong growth and labor conditions."
https://www.thehindubusinessline.com/money-and-banking/rupee-plunges-to-a-new-record-closing-low-of-9263usd/article70758888.ece,2026-03-19,USO,2,bearish,up,up,3.468,moderate,"The Indian rupee reached a new record low due to escalating crude oil prices, capital outflows, a strong US dollar, and a widening trade deficit with China. Despite geopolitical tensions and a robust dollar, the rupee's decline reflects ongoing market pressures."
https://gizmodo.com/witch-hat-atelier-is-simply-magical-2000735060,2026-03-19,META,5,bullish,down,down,-2.1493,moderate,"Witch Hat Atelier, an anime adaptation of a manga, is praised for its assured and luminously crafted storytelling, translating the manga's magic effectively and meeting fans' high expectations."
https://www.thehindubusinessline.com/markets/gold/gold-steady-as-investors-weigh-mideast-risks-ahead-of-fed-decision/article70756641.ece,2026-03-19,USO,2,bearish,up,up,3.468,moderate,"Gold prices remained stable as investors assess West Asia conflict impact before Fed decision. Oil prices rose due to geopolitical tensions, supporting gold as a safe haven."
https://www.thehindubusinessline.com/brandhub/pr-release/supermicro-among-first-to-unveil-nvidia-bluefield-4-stx-storage-server-to-improve-ai-inference-performance/article70756795.ece,2026-03-19,NVDA,4,bullish,down,down,-3.2818,moderate,"Supermicro is among the first to introduce a new CMX storage server based on NVIDIA's BlueField-4 STX reference architecture, aiming to enhance AI inference performance. This innovation is part of Supermicro's ongoing commitment to deliver cutting-edge IT solutions for AI, cloud, and storage needs."
https://fortune.com/2026/03/18/economic-recession-odds-increasing-iran-oil-prices-moody/,2026-03-19,USO,2,bearish,up,up,3.468,moderate,"Moody's Mark Zandi raises recession odds to 49% due to weak labor market and softening economic data, exacerbated by the Middle East conflict and surge in oil prices."
https://www.scmp.com/news/china/politics/article/3347012/mainland-china-says-taiwan-can-ease-iran-energy-supply-anxiety-peaceful-reunification,2026-03-19,USO,2,bearish,up,up,3.468,moderate,"Beijing suggests peaceful reunification with Taiwan could alleviate energy supply concerns in the Middle East, promising stable energy resources for Taiwan. However, the geopolitical tension surrounding Taiwan's status remains."
https://www.businessinsider.com/oil-prices-outlook-2008-financial-crisis-economic-impact-iran-war-2026-3,2026-03-19,USO,2,bearish,up,up,3.468,moderate,"Oil prices may surpass 2008 highs due to supply disruptions from the Iran war, potentially causing economic pain if prices rise too much."
https://www.businessinsider.com/uber-stock-self-driving-cars-nvda-tsla-deutsche-bank-2026-3,2026-03-19,NVDA,4,bullish,down,down,-3.2818,moderate,"Deutsche Bank analysts are optimistic about Uber's position in the autonomous vehicle market, citing its strategic partnership with Nvidia and the expanding AV tech supply base. They predict Uber will benefit as a primary middleman with the rollout of self-driving cars."
https://gizmodo.com/federal-ev-surcharge-idea-not-dead-yet-and-now-includes-hybrids-2000735360,2026-03-20,DRIV,2,bearish,up,up,3.1037,moderate,"Congress is considering additional taxes for electric and hybrid vehicle drivers, amidst a backdrop of rising fuel prices and a shift in consumer behavior towards more fuel-efficient vehicles. This comes after previous actions to reduce federal incentives for EVs and amidst debates over the allocation of gas tax revenues."
https://www.insidermonkey.com/blog/titan-america-s-a-nysettam-q4-2025-earnings-call-transcript-1720444/,2026-03-20,SKYY,2,bearish,up,up,2.1716,moderate,"Titan America missed earnings expectations in Q4 2025, reporting an EPS of $0.24 against expectations of $0.2494. Despite strategic milestones and a strong performance over the previous 11 years, the company faced challenges in meeting financial expectations."
https://www.livemint.com/news/trends/copied-from-blinkit-indians-react-after-amazon-ceo-announces-1-hour-delivery-in-us-11773898954462.html,2026-03-20,AMZN,2,bearish,up,up,2.3226,moderate,"Amazon's announcement of one-hour delivery in the US is met with mixed reactions, as social media users from India point out that such rapid delivery services are already commonplace in their country due to the quick-commerce ecosystem."
https://www.livemint.com/market/wall-street-falls-as-traders-see-no-rate-cuts-before-2027-11773946787625.html,2026-03-20,TSLA,2,bearish,up,up,3.5031,moderate,"Micron Technology and Tesla stocks fell due to inflation concerns from rising oil prices, while the S&P 500, Nasdaq, and Dow Jones declined, trading below their 200-day moving averages."
https://www.livemint.com/market/stock-market-news/stocks-to-buy-raja-venkatraman-19-march-cummins-india-infosys-hindustan-unilever-nifty-sensex-11773846812422.html,2026-03-20,SKYY,2,bearish,up,up,2.1716,moderate,"Infosys Ltd, after a sharp decline, faces strong resistance in the market, suggesting potential for shorting opportunities amidst ongoing IT sector pressure."
https://www.livemint.com/market/commodities/oil-prices-on-a-boil-brent-crude-surges-over-3-to-above-110-amid-strikes-on-middle-east-energy-facilities-11773892028794.html,2026-03-20,USO,4,bullish,strong_down,down,-8.9517,large,"Iran's missile attacks on Middle Eastern energy facilities and the subsequent US and Israel military responses have led to a sharp increase in crude oil prices, with significant impacts on global markets."
https://www.benzinga.com/markets/tech/26/03/51345819/amid-iran-war-soaring-fuel-prices-ross-gerber-urges-people-to-switch-to-evs-touts-thousands-of-dollars-saved-annually,2026-03-20,DRIV,2,bearish,up,up,3.1037,moderate,"Investor Ross Gerber advocates for electric vehicles amidst the Middle East war and rising oil prices, suggesting EVs as a cost-effective alternative to gas cars. Concurrently, gas prices soar with national averages and record highs in states like California and Hawaii, while oil prices surge due to geopolitical tensions."
https://www.cnbc.com/2026/03/19/tesla-nhtsa-full-self-driving-fsd-reduced-visibility.html,2026-03-20,TSLA,2,bearish,up,up,3.5031,moderate,"The National Highway Traffic Safety Administration has escalated an investigation into Tesla's Full Self-Driving systems due to potential safety defects, particularly in reduced visibility conditions. This comes after a series of complaints about collisions involving Tesla vehicles using FSD."
https://www.businesstimes.com.sg/companies-markets/telcos-media-tech/alibabas-67-profit-plunge-shows-urgent-need-monetise-ai,2026-03-20,SKYY,2,bearish,up,up,2.1716,moderate,"Alibaba's earnings fell due to increased spending on AI initiatives and promotions, while revenue growth was minimal, prompting a major restructuring to profit from AI endeavors."
https://www.scmp.com/economy/global-economy/article/3347326/chinas-rare-earth-magnet-exports-us-keep-falling-europe-gains,2026-03-21,DRIV,2,bearish,up,up,3.1037,moderate,"China's exports of rare earth permanent magnets to the US have declined for the seventh consecutive month, while exports to the EU continue to rise. This trend comes amid efforts to reduce reliance on China's critical mineral supply chains."
https://www.benzinga.com/markets/equities/26/03/51383435/tesla-palantir-aerovironment-seen-at-risk-gary-black-says-war-outcome-could-drive-sharp-rebound,2026-03-21,TSLA,2,bearish,up,up,3.5031,moderate,"Long-duration stocks suffered due to rising U.S. 10-year Treasury yields and volatile oil prices amid geopolitical tensions, while supplemental defense spending and potential war impacts weighed on market sentiment."
https://www.benzinga.com/markets/prediction-markets/26/03/51391501/robinhoods-sherwood-news-asks-why-musk-hasnt-merged-tesla-and-spacex-prediction-markets-give-the-answer,2026-03-21,TSLA,2,bearish,up,up,3.5031,moderate,"Tesla's investment in xAI and its absorption by SpaceX, along with speculation on potential mergers and Musk's control, amidst SpaceX's record IPO and bearish trends, are key points."
https://fortune.com/2026/03/20/lamborghini-ceo-disappointing-ev-charging-infrastructure-no-demand-luxury-automakers-electric-line/,2026-03-21,DRIV,2,bearish,up,up,3.1037,moderate,"Lamborghini shelved its all-electric Lanzador model due to customer preference for gas-powered cars and infrastructure issues, pivoting to develop plug-in hybrids instead."
https://fortune.com/2026/03/20/musk-twitter-buyout-deal-fraud-lawsuit-investors-jury-decision/,2026-03-21,TSLA,2,bearish,up,up,3.5031,moderate,"Jurors found Musk intentionally misled Twitter shareholders with his tweets about fake accounts, affecting the company's stock price. The case revolves around whether Musk's actions were deliberate attempts to manipulate the stock price for renegotiating the deal."
https://www.benzinga.com/markets/prediction-markets/26/03/51391501/robinhoods-sherwood-news-asks-why-musk-hasnt-merged-tesla-and-spacex-prediction-market,2026-03-21,TSLA,2,bearish,up,up,3.5031,moderate,"Tesla's investment in xAI and its absorption by SpaceX, along with speculation on potential mergers and Musk's control, amidst SpaceX's record IPO and bearish trends, are key points."
https://www.channelnewsasia.com/business/elon-musk-twitter-takeover-fraud-lawsuit-6008066,2026-03-21,TSLA,2,bearish,up,up,3.5031,moderate,Elon Musk was found liable for allegedly defrauding Twitter shareholders by attempting to manipulate the stock price to renegotiate a takeover deal. Two of his statements about the bot issue were deemed fraudulent by the jury.
https://www.cnbc.com/2026/03/20/elon-musk-determined-to-be-liable-for-misleading-twitter-investors.html,2026-03-21,TSLA,1,bearish,up,up,3.5031,moderate,"Elon Musk was found by a jury to have defrauded Twitter shareholders during his acquisition attempt, with potential damages reaching up to $2.6 billion. The lawsuit claims Musk's tweets and comments influenced the share price and pressured the company's board to accept his buyout offer."
https://www.livemint.com/companies/jury-finds-elon-musk-misled-investors-during-twitter-purchase-absolves-him-of-some-fraud-claims-11774043234481.html,2026-03-21,TSLA,2,bearish,up,up,3.5031,moderate,"Elon Musk was found liable for misleading investors by allegedly driving down Twitter's stock price before his acquisition, but not for intentionally defrauding investors. The case revolves around two tweets and a podcast statement."
https://www.thehindubusinessline.com/info-tech/from-disruption-to-dependence-ai-firms-turn-to-consultants-for-last-mile-execution/article70772763.ece,2026-03-23,MSFT,4,bullish,down,down,-2.6789,moderate,"AI firms are partnering with consultancies to integrate AI into legacy systems, with the real challenge being deployment rather than model building. These partnerships help in transforming AI capabilities into measurable business outcomes."
https://www.livemint.com/market/oil-prices-to-rise-further-on-monday-as-mideast-war-escalates-11774189631312.html,2026-03-23,USO,1,bearish,up,up,3.5999,moderate,"U.S. and Iranian threats to target energy facilities escalate tensions, potentially leading to higher oil prices and significant geopolitical consequences."
https://www.livemint.com/education/rbse-result-class-10th-result-2026-when-will-it-be-out-on-rajeduboard-rajasthan-gov-in-heres-how-to-download-11774190710221.html,2026-03-23,GOOGL,4,bullish,down,down,-3.8469,moderate,"The Rajasthan Board of Secondary Education is set to announce Class 10 board exam results, with students able to access their scorecards online. Last year's pass percentage was 93.60%, and the number of students who appeared for the examination was 10,68,078."
https://www.thehindubusinessline.com/markets/west-asia-conflict-crude-oil-prices-to-steer-stock-markets-in-holiday-shortened-week-analysts/article70771801.ece,2026-03-23,USO,2,bearish,up,up,3.5999,moderate,"Ongoing conflict in West Asia and crude oil price movements are key drivers affecting investor sentiment, with escalating tensions and high oil prices contributing to volatility in Indian equities and FII outflows."
https://www.livemint.com/technology/tech-news/ibm-confluent-buyout-impact-on-ai-cloud-agentic-ai-india-aws-google-microsoft-azure-11774167948601.html,2026-03-23,MSFT,4,bullish,down,down,-2.6789,moderate,"Confluent's streaming technology, built on Apache Kafka, is set to become the backbone of IBM's platform for assisting clients with AI use cases, handling fragmented data from various sources in hybrid environments."
https://www.insidermonkey.com/blog/oracle-corporation-orcl-unveils-java-26-with-ai-and-cryptographic-functionality-for-developers-1722105/,2026-03-23,SKYY,5,bullish,down,down,-2.8368,moderate,"Amazon's new CEO highlights generative AI as a transformative technology, while billionaires invest in AI's potential to reshape various sectors. An under-valued company is mentioned as crucial to the AI revolution, with insiders and investors showing keen interest."
https://fortune.com/2026/03/22/gasoline-prices-offsetting-trump-one-big-beautiful-bill-act-tax-refund/,2026-03-23,USO,1,bearish,up,up,3.5999,moderate,"Ongoing conflict in Iran and the closure of the Strait of Hormuz have led to surging gas prices, impacting lower- and middle-income consumers the most. Projections suggest these elevated prices will persist into 2027, with potential long-term effects on the economy."
https://www.pymnts.com/artificial-intelligence-2/2026/google-and-american-airlines-use-ai-to-reduce-contrails-62/,2026-03-23,GOOGL,5,bullish,down,down,-3.8469,moderate,"Google and American Airlines' AI-guided contrail avoidance reduced contrail formation by 62% across 2,400 transatlantic flights, potentially offering a significant climate benefit despite a slight increase in fuel use."
https://www.digitaltrends.com/phones/chrome-on-iphone-is-putting-gemini-front-and-center-in-your-browsing/,2026-03-23,GOOGL,4,bullish,down,down,-3.8469,moderate,"Google is integrating its AI assistant, Gemini, deeper into Chrome, making it a built-in, contextually aware tool for quick access to AI-powered features. This update is currently in experimental stages and not widely available yet."
https://siliconangle.com/2026/03/22/microsoft-outlines-agentic-ai-security-strategy-new-defender-entra-purview-capabilities/,2026-03-23,MSFT,4,bullish,down,down,-2.6789,moderate,"Microsoft announced a comprehensive set of security updates and enhancements for AI agents, including centralized controls, identity protections, and autonomous security operations. These updates are designed to secure the rise of agentic AI within enterprises."
https://www.scmp.com/opinion/letters/article/3347260/investing-women-farmers-and-fishers-smart-nutrition-policy,2026-03-23,GOOGL,4,bullish,down,down,-3.8469,moderate,"Women fishers in Siargao, Philippines, are bottling sardines to combat malnutrition and climate change impacts, with their products reaching Michelin-starred restaurants in Manila. This initiative highlights the importance of empowering women producers to improve nutrition and climate resilience in Asia."
https://www.scmp.com/news/asia/southeast-asia/article/3347484/philippines-will-allow-use-dirtier-cheaper-fuel-amid-us-iran-war,2026-03-23,USO,2,bearish,up,up,3.5999,moderate,"The Philippines temporarily permits the use of a cheaper, dirtier fuel type to cope with the Middle East crisis's impact on fuel supply. This measure affects specific sectors like model-year 2015 and earlier vehicles, jeepneys, power plants, generators, marine, and shipping industries. Additionally, there's a protest due to a surge in local diesel prices following a rise in global oil prices."
